station,year,field,n,order,score,coverage,gram_cond,design_cond,day_score,n_days_checked,gate,worst_param,amp_image,amp_raw
01062099999,2024,TMP,5458,24,5.2803397900342647e-14,2.2255094485259953e-13,54.969401999173535,968.4772511801352,,0,ok,b2,7.20309598166092,7.203095981660861
01065099999,2024,TMP,8045,24,1.935156970458331e-13,2.2255094485259953e-13,67.70474316040011,898.9841479564068,4.436625681765332e-14,1,ok,a2,14.567469928388666,14.567469928388663
01068099999,2024,TMP,16813,24,2.5628094033324242e-15,2.2255094485259953e-13,69.86418557533744,921.7204777612374,6.298067854857204e-13,7,ok,c,8.118957277654777,8.118957277654788
01074099999,2024,TMP,16485,24,2.5783856394053808e-14,2.2255094485259953e-13,54.09639298543993,920.6166260388976,1.6008699742175655e-13,5,ok,c,9.102190998326634,9.10219099832661
01076099999,2024,TMP,8374,24,1.0365306648204332e-13,2.2255094485259953e-13,52.11804147284984,922.5921932125153,3.4310201664979623e-13,1,ok,a2,11.7382296445139,11.738229644513897
01078099999,2024,TMP,2991,24,1.0242854560228205e-13,2.2255094485259953e-13,52.85809983023651,938.8170356221776,,0,ok,a2,8.004333032347994,8.004333032347967
01082099999,2024,TMP,7403,24,1.976840768426519e-13,2.2255094485259953e-13,54.92550125873803,911.8198907068344,3.381209078358189e-14,1,ok,a2,13.92278271931254,13.922782719312524
01083099999,2024,TMP,16839,24,3.850707298701693e-14,2.2255094485259953e-13,52.33316995801207,909.2437713103101,3.951460029415528e-13,6,ok,c,8.644907383166114,8.644907383166077
01084099999,2024,TMP,5891,24,1.408452956162067e-13,2.2255094485259953e-13,54.68888214744282,901.7479599019601,,0,ok,a2,13.067468880482064,13.067468880482068
01086099999,2024,TMP,16847,24,1.183732729510411e-13,2.2255094485259953e-13,53.07063388059433,918.7832637331725,4.047624427076148e-13,7,ok,c,9.956438678377689,9.956438678377685
01087699999,2024,TMP,16355,24,1.229704511727017e-13,2.2255094485259953e-13,52.001638068722876,919.2521571971665,1.3591227640754208e-12,5,ok,b2,4.879915365734551,4.8799153657345915
01087799999,2024,TMP,16598,24,4.975750581190381e-13,2.2255094485259953e-13,52.032081847433105,919.1271708145222,2.480986430790065e-12,7,ok,b2,4.726793683201996,4.726793683202038
01087899999,2024,TMP,16521,24,2.294685464489024e-13,2.2255094485259953e-13,51.743257501751934,918.3830255773559,1.1542723943866298e-12,7,ok,b2,3.8905818637252763,3.890581863725316
01087999999,2024,TMP,16638,24,2.634587213487834e-13,2.2255094485259953e-13,52.07000385159071,920.5859917924129,6.701049971324075e-13,7,ok,b2,3.9262683867920987,3.9262683867921306
01088099999,2024,TMP,16989,24,2.5256995887664805e-13,2.2255094485259953e-13,52.710988062656504,917.9478973010683,8.459478869922106e-13,7,ok,c,9.312626488833768,9.312626488833763
01088299999,2024,TMP,16394,24,2.348971293197569e-12,2.2255094485259953e-13,58.18137632158711,925.697217896094,2.27110757629679e-13,6,ok,b2,10.797402152547905,10.797402152547933
01088699999,2024,TMP,16649,24,1.838686855572922e-13,2.2255094485259953e-13,52.007160238628686,924.0940189073426,1.2915896373230037e-12,7,ok,b2,3.8650310861890826,3.8650310861891306
01088799999,2024,TMP,16571,24,4.189827133695425e-13,2.2255094485259953e-13,51.91533446446916,919.7610725567313,7.739069684367635e-13,7,ok,b2,4.588950839714148,4.588950839714176
01089099999,2024,TMP,24976,24,1.6572302847220753e-13,2.2255094485259953e-13,52.0371629782489,921.0730886272477,2.4489033794696614e-13,5,ok,a2,11.730838598240984,11.730838598240977
01092099999,2024,TMP,7979,24,3.404196519069506e-14,2.2255094485259953e-13,64.03777134261766,932.0607552053838,5.487901588925539e-14,1,ok,c,8.392138638910096,8.392138638910073
01098099999,2024,TMP,3198,24,8.140820467470453e-13,2.2255094485259953e-13,5675.135923407461,1008.9911231250009,,0,ok,c,7.033950575963074,7.033950575963147
01099099999,2024,TMP,17099,24,5.758861489007649e-14,2.2255094485259953e-13,52.81281762551359,917.9735396888437,1.7856410795174327e-12,6,ok,a2,8.216801268004119,8.216801268004106
01102099999,2024,TMP,2816,24,2.5187710669121667e-13,2.2255094485259953e-13,52.11680260396364,925.1961570995883,,0,ok,v,6.19478470781597,6.194784707816017
01102599999,2024,TMP,15898,24,1.3144370899037118e-13,2.2255094485259953e-13,51.97511010906667,922.706002252773,1.0637699330617172e-12,6,ok,b2,4.8316394280199955,4.831639428020021
01105099999,2024,TMP,1691,24,1.0732261833469202e-13,2.2255094485259953e-13,52.72404874013025,966.9774889338966,,0,ok,b2,8.119720255032492,8.119720255032533
01107099999,2024,TMP,24655,24,9.104830098575571e-14,2.2255094485259953e-13,52.61943576677681,923.2272207915156,6.85950567053483e-13,7,ok,b2,6.097827422120987,6.097827422121016
01108099999,2024,TMP,8388,24,2.293573792029086e-13,2.2255094485259953e-13,52.170711810345026,923.1798140884885,8.277857807062042e-15,1,ok,b2,7.384253587536646,7.384253587536694
01112099999,2024,TMP,16718,24,2.1331548243719392e-13,2.2255094485259953e-13,55.24242062069853,907.6466455765856,1.8891436563288997e-12,6,ok,b2,7.794105744841421,7.794105744841449
01114099999,2024,TMP,8375,24,2.1958516533572777e-13,2.2255094485259953e-13,52.11900193861111,922.7635100544051,1.542413594699353e-13,1,ok,b2,8.264395146924286,8.264395146924326
01115099999,2024,TMP,2907,24,7.09306554887064e-14,2.2255094485259953e-13,87.44664774381042,940.5684591797894,,0,ok,b2,6.400690330213093,6.400690330213115
01116099999,2024,TMP,10675,24,2.595095867862358e-13,2.2255094485259953e-13,85.72016342906748,933.6758235662418,,0,ok,b2,8.167218610676315,8.167218610676379
01117099999,2024,TMP,5653,24,1.876515502505402e-13,2.2255094485259953e-13,61.85780321186095,883.422680578317,,0,ok,b2,8.220571932975922,8.220571932975965
01121099999,2024,TMP,6920,24,1.0813125144458524e-13,2.2255094485259953e-13,81.01117526006205,880.3480770571408,1.1512727421335808e-13,1,ok,b2,7.265906115729613,7.265906115729625
01122099999,2024,TMP,24991,24,2.9123650561682054e-13,2.2255094485259953e-13,52.069308160328106,920.144287324995,4.256274103043451e-12,7,ok,b2,9.822072413264932,9.822072413264967
01124099999,2024,TMP,1513,24,4.1389721793810975e-13,2.2255094485259953e-13,52.496315585679554,937.6661876427736,,0,ok,b2,9.475149989009166,9.475149989009198
01132099999,2024,TMP,8368,24,3.005005812469588e-13,2.2255094485259953e-13,52.14829137834681,922.8311326491358,3.8904886490703745e-14,1,ok,b2,10.299336377702284,10.299336377702337
01133099999,2024,TMP,1429,24,2.6397188451148673e-13,2.2255094485259953e-13,51.92483232546819,933.5399361103835,,0,ok,b2,10.200916173099184,10.20091617309922
01135099999,2024,TMP,7383,24,2.4837527587297453e-13,2.2255094485259953e-13,54.62085749637798,910.2719692437964,2.9706485035166104e-13,1,ok,b2,9.781040804103528,9.781040804103561
01139099999,2024,TMP,1466,24,1.3917327853532344e-13,2.2255094485259953e-13,176.20680729412356,948.9141353882542,,0,ok,b2,6.382031137554018,6.382031137554125
01141099999,2024,TMP,19092,24,1.3323382872231325e-13,2.2255094485259953e-13,54.422958414585736,927.4228064418527,2.1765803759609094e-13,1,ok,b2,8.003311338214012,8.00331133821405
01143099999,2024,TMP,7385,24,1.3778755248324687e-13,2.2255094485259953e-13,54.670009324350694,908.540520030112,9.974096371654338e-14,1,ok,b2,8.882242032947687,8.882242032947726
01144099999,2024,TMP,8354,24,1.2870441442013343e-13,2.2255094485259953e-13,51.98246551668567,923.4194466861609,5.0154258462457623e-14,1,ok,b2,7.256821859373489,7.256821859373529
01146099999,2024,TMP,1556,24,2.0196583038684086e-13,2.2255094485259953e-13,63.816374109415754,939.5853015493072,,0,ok,b2,9.405052002470752,9.4050520024708
01147099999,2024,TMP,7378,24,5.931423366624439e-13,2.2255094485259953e-13,54.59572894261373,910.0694166851962,7.99767632473145e-14,1,ok,c,10.054658701499811,10.05465870149987
01148099999,2024,TMP,1390,24,3.778226020355251e-13,2.2255094485259953e-13,3599.3700448859763,960.8524343525355,,0,ok,b2,11.195083227410901,11.195083227410977
01150099999,2024,TMP,7381,24,3.410713650932773e-13,2.2255094485259953e-13,54.610807386581584,910.2516671503308,1.2651608156172906e-13,1,ok,c,10.55791302933539,10.557913029335436
01151099999,2024,TMP,17142,24,2.346391528403425e-13,2.2255094485259953e-13,52.93927179855082,917.5833554943753,7.02766354516706e-13,7,ok,b2,10.767381618442505,10.767381618442561
01152099999,2024,TMP,24466,24,1.6128347705161735e-13,2.2255094485259953e-13,51.548296598446235,938.2285827323373,4.748338618543612e-12,7,ok,b2,8.610709104209699,8.610709104209734
01156099999,2024,TMP,8375,24,9.326931835114795e-14,2.2255094485259953e-13,52.12660758717422,922.5527222663036,3.6307004516220426e-13,1,ok,b2,7.309981012686784,7.3099810126868245
01158099999,2024,TMP,1480,24,2.3147411399357686e-13,2.2255094485259953e-13,52.34258235724831,933.3351298040311,,0,ok,b2,9.508316194961498,9.50831619496154
01160099999,2024,TMP,3116,24,1.0153162633251231e-13,2.2255094485259953e-13,53.45861998816889,949.5473830303287,,0,ok,b2,7.7557991347849535,7.755799134784989
01161099999,2024,TMP,16724,24,9.898096713587114e-14,2.2255094485259953e-13,54.09216011777031,918.3870883983158,7.643289055249806e-13,6,ok,b2,7.937984673717867,7.937984673717905
01162099999,2024,TMP,17190,24,1.2849296593225995e-13,2.2255094485259953e-13,53.065630403245706,916.5787625552254,3.2944008360815903e-12,7,ok,b2,8.037486069621554,8.0374860696216
01169099999,2024,TMP,8373,24,1.8859784345633055e-13,2.2255094485259953e-13,52.104661018077614,921.4249069051933,1.0613301118360314e-13,1,ok,b2,10.735329421435079,10.73532942143511
01180099999,2024,TMP,8373,24,1.2750943107539383e-13,2.2255094485259953e-13,52.11807901295118,922.6962607070632,8.224830128096758e-13,1,ok,b2,8.74116518471188,8.741165184711933
01183099999,2024,TMP,16760,24,1.5986578874055743e-13,2.2255094485259953e-13,53.17792698829707,915.455597353115,5.419131790454248e-13,7,ok,b2,9.734304855199612,9.734304855199655
01192099999,2024,TMP,7375,24,1.6971204727707212e-13,2.2255094485259953e-13,54.68589100590778,910.1648965324622,6.209960295467359e-14,1,ok,c,9.715230973433647,9.715230973433705
01198099999,2024,TMP,1415,24,8.398147415237824e-14,2.2255094485259953e-13,11916.849018742485,869.3572517764264,,0,ok,b1,12.808558295593313,12.808558295593272
01199099999,2024,TMP,7369,24,2.908983929740307e-14,2.2255094485259953e-13,57.57531219682898,933.5713815780258,,0,ok,b1,14.22872899928232,14.228728999282318
01203099999,2024,TMP,8374,24,6.884471354727714e-13,2.2255094485259953e-13,52.12379922619707,922.5609796901575,3.930873637606288e-14,1,ok,b2,5.384551733694167,5.384551733694206
01205099999,2024,TMP,2997,24,1.6214193422895447e-13,2.2255094485259953e-13,136.17225156343483,847.598186938372,,0,ok,b2,4.926352499222211,4.926352499222262
01209099999,2024,TMP,17194,24,7.849998239173037e-13,2.2255094485259953e-13,52.985654531946786,915.6752587072132,2.5115985240942597e-12,7,ok,b2,7.161566998344876,7.161566998344891
01210099999,2024,TMP,25031,24,4.2577304620021126e-13,2.2255094485259953e-13,52.016238639642985,921.2588335826874,2.3796860909607243e-12,7,ok,b2,5.768949094692624,5.768949094692657
01212099999,2024,TMP,3183,24,2.5000659614111714e-13,2.2255094485259953e-13,56.36332958621751,879.4122711540787,,0,ok,b2,5.26115877704583,5.261158777045866
01214099999,2024,TMP,1403,24,3.815602127056314e-13,2.2255094485259953e-13,52.14334374463072,918.7524522265918,,0,ok,b2,5.882925231999042,5.882925231999082
01217099999,2024,TMP,17022,24,5.143125843020109e-13,2.2255094485259953e-13,53.03238232868881,915.8438338390854,7.321993087482847e-13,7,ok,b2,7.404602728459128,7.404602728459157
01218099999,2024,TMP,4877,24,2.805412602499547e-12,2.2255094485259953e-13,56.387374361308716,951.6826253143038,,0,ok,b1,7.401520138086034,7.401520138086024
01220099999,2024,TMP,316,24,8.257353243429137e-06,2.2255094485259953e-13,3.700164672724367e+16,7063.384747368136,,0,ILL-CONDITIONED,b1,13.65350346154486,13.653512134562956
01221099999,2024,TMP,1362,24,7.84453018948356e-13,2.2255094485259953e-13,2683.6714470168936,1106.4191893708412,,0,ok,b2,8.469675122994897,8.469675122994975
01223099999,2024,TMP,17190,24,4.736396511878571e-13,2.2255094485259953e-13,53.00549187569359,916.6963936481264,9.995835125701832e-13,7,ok,b2,6.44130972485039,6.441309724850419
01224099999,2024,TMP,1561,24,2.668220770626338e-12,2.2255094485259953e-13,53.77920866136648,944.676345073184,,0,ok,b2,6.25056305302859,6.2505630530286345
01225099999,2024,TMP,7381,24,2.635832690444251e-13,2.2255094485259953e-13,54.66746273743034,910.0768736644858,2.0317120302795604e-13,1,ok,b2,5.519292448500877,5.519292448500933
01227099999,2024,TMP,7378,24,4.405669096628223e-13,2.2255094485259953e-13,54.60110410719855,910.1013673340447,1.2398446072014185e-13,1,ok,b2,7.730091822007989,7.730091822008025
01228099999,2024,TMP,8366,24,2.932899905742344e-13,2.2255094485259953e-13,52.102212385460774,922.9021550997596,4.070233984639678e-12,1,ok,b2,5.750553016085776,5.750553016085815
01230099999,2024,TMP,7375,24,5.121989001898623e-13,2.2255094485259953e-13,54.636621689354854,909.8007372046019,2.933009647076727e-13,1,ok,b1,10.289723141578868,10.289723141578852
01232099999,2024,TMP,7199,24,3.090129839621897e-13,2.2255094485259953e-13,57.67634180820815,924.4847616759272,1.5918422181793342e-13,1,ok,b1,8.455596968891838,8.45559696889182
01233099999,2024,TMP,8365,24,6.107763035330043e-13,2.2255094485259953e-13,52.134056235515395,922.4559058801229,1.9311252806861484e-13,1,ok,c,10.022773198927004,10.022773198927032
01234099999,2024,TMP,7372,24,3.040037353017697e-13,2.2255094485259953e-13,54.59320090340186,909.7803991299545,4.931996618193712e-13,1,ok,b2,8.644974302465714,8.644974302465739
01237099999,2024,TMP,8376,24,3.016455655330236e-13,2.2255094485259953e-13,52.124524109439946,922.6891290823286,5.233593544424211e-13,1,ok,b2,6.685224871714618,6.685224871714646
01238099999,2024,TMP,8218,24,1.0412836305288949e-12,2.2255094485259953e-13,51.704526294540635,918.6524329475587,2.8025620896817213e-12,1,ok,c,9.149824739715857,9.149824739715891
01239099999,2024,TMP,1457,24,1.009502564419259e-12,2.2255094485259953e-13,51.98828471574673,939.317953159512,,0,ok,b2,9.119429980429286,9.119429980429334
01240099999,2024,TMP,7351,24,1.0791016953610238e-13,2.2255094485259953e-13,302.46765201566353,902.7148762369732,1.1459076920503457e-13,1,ok,b2,5.5989850626634885,5.598985062663509
01241099999,2024,TMP,19313,24,3.881794929616252e-13,2.2255094485259953e-13,52.046219773702745,922.4089485298861,3.8203874153802457e-13,6,ok,b2,7.163745602358016,7.163745602358053
01242099999,2024,TMP,6120,24,3.9847109657340355e-13,2.2255094485259953e-13,207.57096552328244,944.3529851958517,1.1017900068683561e-14,1,ok,b1,7.96078552544746,7.960785525447472
01245099999,2024,TMP,8374,24,4.2813765647604436e-13,2.2255094485259953e-13,52.110733174851816,922.7337730621849,2.2318252135403578e-13,1,ok,b2,8.70575107241228,8.705751072412294
01250099999,2024,TMP,2475,24,1.9276033661590028e-13,2.2255094485259953e-13,977.139301159475,1213.5712976675477,,0,ok,b2,11.354686129884485,11.354686129884316
01253099999,2024,TMP,7198,24,5.702209969594408e-13,2.2255094485259953e-13,69.38768639442122,909.1038734588067,3.3738144045523233e-13,1,ok,b2,9.308315100906947,9.308315100906976
01254099999,2024,TMP,7369,24,3.4243937505239773e-13,2.2255094485259953e-13,54.59512600165576,909.7097982856241,1.9382317234439545e-13,1,ok,b1,9.856715478935856,9.85671547893587
01257099999,2024,TMP,7371,24,4.811556290890147e-13,2.2255094485259953e-13,54.582698569580856,909.6542849052805,1.0633561525911787e-13,1,ok,b2,8.508829111002319,8.508829111002347
01259099999,2024,TMP,8378,24,3.165222473316177e-13,2.2255094485259953e-13,52.129400865174546,922.86337356099,9.773802592242725e-14,1,ok,b2,6.655440255586883,6.655440255586941
01262099999,2024,TMP,8258,24,2.382440830436682e-13,2.2255094485259953e-13,52.4637430049179,920.8495727196537,4.016882879570418e-14,1,ok,b2,6.362638220547743,6.362638220547797
01265099999,2024,TMP,8366,24,2.2967939519518573e-12,2.2255094485259953e-13,52.23090943331926,922.8420208086351,8.688186010518974e-14,1,ok,b1,11.877613588325136,11.87761358832513
01270099999,2024,TMP,2296,24,1.1404460191640228e-13,2.2255094485259953e-13,2143.4145705804212,1414.0843549854733,,0,ok,b2,9.449415781361793,9.449415781361663
01271099999,2024,TMP,19834,24,3.56469608651482e-13,2.2255094485259953e-13,52.49948253890228,915.1645291496056,7.10696166272549e-13,7,ok,b2,8.789277149204278,8.78927714920429
01272099999,2024,TMP,4823,24,6.518811841348148e-13,2.2255094485259953e-13,81.19521347638096,990.7852481298671,,0,ok,b2,8.605294365122107,8.605294365122138
01273099999,2024,TMP,8371,24,3.3397843714110677e-13,2.2255094485259953e-13,52.113778915439745,922.4902598313895,1.385774891022923e-14,1,ok,b2,9.150859495699065,9.150859495699061
01277099999,2024,TMP,7380,24,3.159995238840766e-13,2.2255094485259953e-13,54.607099618460545,910.1793142339443,7.523897503423451e-14,1,ok,b2,9.454153900665194,9.45415390066523
01281099999,2024,TMP,2812,24,2.41704080470486e-13,2.2255094485259953e-13,52.75221110386281,920.6033488123257,,0,ok,b2,10.299789206789107,10.299789206789164
01282099999,2024,TMP,17063,24,2.8081325435350054e-13,2.2255094485259953e-13,54.07805797212279,919.7129746016763,7.961815459985694e-13,6,ok,b2,7.640403364955995,7.640403364956041
01287099999,2024,TMP,1435,24,7.480038157462199e-13,2.2255094485259953e-13,52.4237075622767,932.7313467099408,,0,ok,b2,9.976277734503173,9.976277734503213
01288099999,2024,TMP,2928,24,3.80167796549302e-12,2.2255094485259953e-13,55.05741466849432,871.5434121614988,,0,ok,b2,10.695786232405508,10.69578623240554
01290099999,2024,TMP,17086,24,3.206244518261667e-13,2.2255094485259953e-13,52.7850157572992,917.362336117161,3.599154115124446e-13,7,ok,b2,9.01903215520484,9.019032155204844
01291099999,2024,TMP,7312,24,2.370916358035743e-13,2.2255094485259953e-13,54.488378912173715,908.5183047567773,4.221368411664174e-14,1,ok,b2,9.91124496341245,9.911244963412475
01293099999,2024,TMP,8349,24,3.6052608699773077e-13,2.2255094485259953e-13,51.949075223557884,921.0063342827964,2.386027261421969e-14,1,ok,b2,9.432081883828427,9.432081883828426
01300099999,2024,TMP,8305,24,2.9418772641868087e-13,2.2255094485259953e-13,52.41095710101051,924.3526472653904,5.788947392439014e-14,1,ok,b2,3.9171267835122805,3.91712678351231
01300599999,2024,TMP,15434,24,1.8645969429619774e-13,2.2255094485259953e-13,823.9483811674445,958.1953795203135,1.2641796671149858e-12,6,ok,b1,3.7496967670513706,3.7496967670513843
01304099999,2024,TMP,8365,24,3.3948837001001783e-13,2.2255094485259953e-13,52.13490586434553,922.2167092711379,5.4676167935014266e-14,1,ok,b2,5.287250951652127,5.287250951652163
01307099999,2024,TMP,8303,24,5.25837246807078e-13,2.2255094485259953e-13,52.08362727175018,922.1546323693484,4.422036130408781e-14,1,ok,b2,5.537275948804355,5.5372759488044
01308099999,2024,TMP,2305,24,1.0525035381950777e-13,2.2255094485259953e-13,1622.100974304403,1501.377055317754,,0,ok,b2,6.286981094521136,6.286981094520921
01310099999,2024,TMP,17152,24,8.402354264581095e-13,2.2255094485259953e-13,52.83193498372003,913.9530929484379,3.947736186644719e-13,7,ok,b2,6.010665417087688,6.010665417087727
01311099999,2024,TMP,24966,24,9.785426951519469e-13,2.2255094485259953e-13,52.084663749720924,921.5393947663607,1.3725956958981949e-12,7,ok,b2,6.4163908240613745,6.41639082406139
01314099999,2024,TMP,7376,24,7.225381262525426e-13,2.2255094485259953e-13,54.57650531495884,909.6171148345192,1.164122465954567e-13,1,ok,b1,6.895919881998047,6.895919881998034
01315099999,2024,TMP,1599,24,7.628782823512249e-13,2.2255094485259953e-13,56.184301713451305,943.161148482618,,0,ok,b2,9.077261847674631,9.0772618476746
01317099999,2024,TMP,3029,24,2.698120211698113e-12,2.2255094485259953e-13,53.370738415401405,936.6760807358182,,0,ok,b2,6.732976951103826,6.732976951103838
01319099999,2024,TMP,1567,24,1.8558955087207007e-12,2.2255094485259953e-13,52.32398766558344,940.5277993682586,,0,ok,b2,6.53656336218758,6.536563362187592
01320099999,2024,TMP,17088,24,7.850002259594146e-13,2.2255094485259953e-13,52.8207790641741,914.8347497436995,1.7904601254798168e-12,7,ok,b2,7.193119072599434,7.193119072599443
01321099999,2024,TMP,8374,24,7.160049969717914e-13,2.2255094485259953e-13,52.09484951228783,922.5869218386774,1.418077120197631e-13,1,ok,b1,7.816657203664895,7.816657203664875
01323099999,2024,TMP,16839,24,6.681549108760522e-13,2.2255094485259953e-13,53.910333025213035,916.9159556856416,2.281279141127138e-12,6,ok,b2,7.245778155205362,7.245778155205372
01326099999,2024,TMP,1632,24,5.827022124372448e-13,2.2255094485259953e-13,60.72444854334727,921.963949395282,,0,ok,b1,8.079723411918085,8.07972341191808
01327099999,2024,TMP,8373,24,4.959923785678522e-13,2.2255094485259953e-13,52.11882703138375,922.530671627043,1.2673836417758863e-13,1,ok,b2,7.334003149779581,7.33400314977958
